Facility Name,Address 1,Address 2,Address 3,City,State,Zip Code,Phone,Fax,,,,
Breast Health Center at Rockaway,333 Mount Hope Avenue,Suite 130,,Rockaway Township,NJ,7801,973895-6609,973895-5381,,,,
Breast Health Center of SW Louisiana at LCMH,1701 Oak Park Blvd.,,,Lake Charles,LA,70601,337494-4755,337494-4757,,,,
Breast Health Network - Edmond,2601 Kelley Pointe Parkway. Suite 101,,,Edmond,OK,73013,405844-2601,405844-2610,,,,
Breast Health Services,1240 S. Cedar Crest Blvd, Suite 203,,,Allentown,PA,18103,610402-0691,610402-0695,,,
Breast Health Services - Trexlertown,6900 Hamilton Blvd.,,,Trexlertown,PA,18087,610402-2791,610402-0695,,,,
Breast Health Services Bangor,1337 Blue Valley Drive,Suite 5,,Pen Argyl,PA,18072,610402-2791,484884-2949,,,,
Breast Health Services Bethlehem Township,2101 Emrick Blvd.,Suite 101,,Bethlehem Township,PA,18020,610402-8025,610402-0695,,,,
Breast Health Services Hecktown Oaks,3794 Hecktown Road,Suite 230,,Easton,PA,18045,610402-2791,610402-0695,,,,
Breast Health Services Lehighton,1205 Blakeslee Boulevard Dr E,,,Lehighton,PA,18235,610402-0691,610402-0695,,,,
Breast Health Services Mobile Mammography,1200 S. Cedar Crest Blvd,,,Allentown,PA,18103,610402-2791,610402-0695,,,,
Breast Health Services Moselem Springs,14351 Kutztown Rd.,,,Fleetwood,PA,19522,610402-2791,610402-0695,,,,
Breast Health Services Muhlenberg,2597 Schoenersville Rd,Ste 202,,Bethlehem,PA,18017-7384,610402-2791,484884-2949,,,,
Breast Health Services Seventeenth,1627 West Chew St., 1st Fl.,,,Allentown,PA,18104,610402-2791,610402-0695,,,
Breast Healthcare Center  Rock Hill Mammography,9450 Manchester Rd Ste 206B,,,St. Louis,MO,63119,314996-5170,314737-5182,,,,
Breast Healthcare Center at Missouri Baptist Medical Ctr.,3023 N Ballas Road, Bldg D,Suite 630,,St. Louis,MO,63131,314996-7534,314996-7560,,,
Breast Imaging at NYU Langone Ambulatory Surgery Center,777 Zeckendorf Blvd,,,Garden City,NY,11530,516663-2400,516663-3960,,,,
Breast Imaging Center,4630 Jefferson Ln. N.E.,X-Ray Associates of New Mexico,,Albuquerque,NM,87109,505998-1912,505998-1906,,,,
Breast Imaging Center at NMC Health's Medical Center,600 Medical Ctr Dr,,,Newton,KS,67114,316283-4744,316283-6867,,,,
Breast Imaging Center of Northwell Health,450 Lakeville Rd,,,Lake Success,NY,11042,516734-8281,516734-8270,,,,
Breast Imaging North Haven Devine at Yale New Haven Hospital,6 Devine Street,Mammography 1st floor,,North Haven,CT,6473,203688-1010,203688-9258,,,,
Breast Imaging Specialists, Inc.,15195 National Ave., Ste. 201,,,Los Gatos,CA,95032,408800-5247,408356-5526,,
Breast Screening & Diagnostic Center,Medical Center Blvd.,Comprehensive Cancer Center,,Winston-Salem,NC,27157,336713-6500,336713-6747,,,,
Breastlink Women's Imaging Center Tarzana,18133 Ventura Blvd,Suite 200,,Tarzana,CA,91356,800378-5597,818342-0303,,,,
Breastlink Women's Imaging Center-Garden Grove,9191 Westminster Blvd.,Suite 210,,Garden Grove,CA,92844-2751,714784-165717403,714583-6326,,,,
Breastlink Women's Imaging Center-Newport Beach,1441 Avocado Avenue,Suite 301,,Newport Beach,CA,92660,949272-2095,949272-2096,,,,
Breastlink Women's Imaging Center-Orange,230 S Main St., Ste. 100,,,Orange,CA,92868,714541-0101,714619-3317,,,
Breastlink Women's Imaging Center-Santa Ana,1100A North Tustin Ave,,,Santa Ana,CA,92705,714784-16431,714550-7130,,,,
Breastlink Women's Imaging Center-Temecula,25455 Medical Center Dr Ste 210,,,Murrieta,CA,92562,951587-8956,951600-2863,,,,
Breastlink Women's Imaging Long Beach,6440 South Street,,,Lakewood,CA,90713,562627-0903,562627-0923,,,,
Breastlink Women's Imaging Mobile Mammography - MOBILE,31775 De Portola Road,,,Temecula,CA,92592,951587-8956,805644-0034,,,,
Breastlink Women's Imaging Riverside,3900 SHERMAN DR SUITE 110,,,RIVERSIDE,CA,92503,951542-1527,951238-6044,,,,
Breckinridge Memorial Hospital,1011 Old Hwy 60,,,Hardinsburg,KY,40143,270756-6546,270756-6584,,,,
BRFHH Monroe LLC dba Ochsner LSU Health Monroe,4864 Jackson St.,,,Monroe,LA,71202,318330-7588,318330-7555,,,,
Brian D. Allgood Army Community Hospital, MEDDAC-K,Radiology Department,Unit 15245,,Apo,AP,96271-5245,3157371486,3157378019,,,
Bridgeport Hospital,267 Grant Street,,,Bridgeport,CT,6610,203384-3177,203384-3224,,,,
Bridgeport Hospital Outpatient Radiology,4699 Main St.,Suite 108,,Bridgeport,CT,6606,203447-5581,203378-4788,,,,
Bridgeport Hospital Outpatient Radiology,2909 Main Street,,,Stratford,CT,6614,203673-0167,203378-4788,,,,
Bridgeport Hospital Outpatient Radiology,425 Post Rd.,,,Fairfield,CT,6824,203673-0167,203378-4788,,,,
Bridgeport Hospital Outpatient Radiology,5520 Park Avenue,Level 1 Suite 400,,Trumbull,CT,6611,203673-0153,203378-4788,,,,
Bridgeway Diagnostic Radiology, LLC,5007 Summerville Rd,,,Phenix City,AL,36867,334408-2854,334384-9274,,,
Bridgeway Diagnostics Radiology, LLC,1910 E Samford Ave,,,Auburn,AL,36830,334539-5700,334539-5704,,,
Bridgeway Diagnostics, LLC,100 Bascom Court,,,Columbus,GA,31909,706350-5800,706403-1400,,,
Bridgton Hospital,10 Hospital Drive,,,Bridgton,ME,4009,207647-6092,207647-6008,,,,
Brigham & Women's Hospital - Lee Bell Ctr,75 Francis St. CWN 206,,,Boston,MA,2115,617732-6248,617264-5150,,,,
Brigham and Women's / Mass General Health Care Ctr,20 Patriot Place, Bldg C,,,Foxborough,MA,2035,508718-4025,508718-4026,,,
Brigham and Women's Ambulatory Care Center,850 Boylston Street. Suite 560,,,Chestnut Hill,MA,2467,617732-9801,617731-8064,,,,
Brigham and Women's Healthcare Center, Pembroke,15 Corporate Park Drive,,,Pembroke,MA,2359,844783-3736,617732-9649,,,
Brigham and Womens Healthcare Cntr Westwood,100 Brigham Way,,,Westwood,MA,2090,877937-8182,508718-4026,,,,
Brigham City Community Hospital,950 South Medical Drive,,,Brigham City,UT,84302,435734-4214,435734-4216,,,,
Bright Light Medcial Imaging,7456 S State Rd, Ste 100,,,Bedford Park,IL,60638,708930-1420,708924-1214,,,
Bright Light Medical Imaging,270 W Loop Rd.,,,Wheaton,IL,60189,708450-9800,708450-9975,,,,
Bright Light Medical Imaging,8319 W North Ave,,,Melrose Park,IL,60160,708450-9800,708450-9975,,,,
Bright Light Medical Imaging,31 Arlington Hgts. Rd.,,,Elk Grove Village,IL,60007,847616-2000,847616-2200,,,,
Bright Light Medical Imaging, Darien,7372 Kingery Hwy,,,Darien,IL,60561,630455-5552,630455-1090,,,
Brighton Center for Speciality Care,Radiology- Breast Imaging,7500 Challis Rd.,,Brighton,MI,48116,734936-45001,734615-8327,,,,
Brim Healthcare of Texas LLC dba Wadley Regional Medical Ctr,1000 Pine St,,,Texarkana,TX,75501-1878,903798-7207,903798-8740,,,,
Brinton Lake Imaging,300 Evergreen Dr. Ste. 210,,,Glen Mills,PA,19342,610579-3500,610579-3501,,,,
Bristol Bay Area Health Corporation,6000 Kanakanak Road, Box 130,Kanakanak Hospital,,Dillingham,AK,99576-0130,907842-9365,907842-9476,,,
Bristol Radiology Center,25 Collins Road,,,Bristol,CT,6010,860589-2642,860584-9998,,,,
Broaddus Hospital,1 Healthcare Dr.,,,Philippi,WV,26416,304457-8162,304457-8589,,,,
Broadlawns Medical Center,1801 Hickman Road,,,Des Moines,IA,50314,515282-2309,515282-5735,,,,
Broadway Imaging Center,140 N Glendale Ave.,,,Glendale,CA,91206,818548-0022,818548-8385,,,,
Broadway Imaging Center,500 West Broadway,Broadway Building,,Missoula,MT,59802,406329-5757,406327-1715,,,,
Broadway Imaging Center - Now Care,2901 Brooks St,Now Care Southgate Mall,,Missoula,MT,59801,406543-72715565,406327-1715,,,,
Broadway Imaging Center-  Grant Creek,3075 N. Reserve Street,,,Missoula,MT,59803,406329-5757,406327-1715,,,,
Broadway Mammography,231 W. Vernon Avenue,Suite 106,,Los Angeles,CA,90037,323991-4009,323991-4006,,,,
Broadway Medical Clinic,4212 N.E. Broadway,,,Portland,OR,97213,503331-7646,503382-7703,,,,
Brodstone Memorial Hospital,520 E. 10th Street,Radiology Department,,Superior,NE,68978,402879-44325146,402879-3503,,,,
Bronson Advanced Radiology Services,524 S Park St,,,Kalamazoo,MI,49007,269341-8700,269341-7308,,,,
Bronson Battle Creek,300 North Ave,,,Battle Creek,MI,49017,269341-8904,269341-8904,,,,
Bronson Breast Health Center,601 John St., Ste. M-515,,,Kalamazoo,MI,49007,269341-8700,269341-7914,,,
Bronson Diagnostics at Woodbridge,2640 W Centre St,,,Portage,MI,49024,269341-8904,269327-0068,,,,
Bronson Lakeview Hospital,408 Hazen Street,Radiology Department,,Paw Paw,MI,49079-0209,269341-8700,269657-1023,,,,
Bronson Mammography,2854 South 11th Street,,,Kalamazoo,MI,49009,269492-5206,269341-7914,,,,
Bronson South Haven,955 S. Bailey Ave.,,,South Haven,MI,49090,269639-2830,269639-2831,,,,
BronxCare Health & Wellness Center,199 Mount Eden Parkway, 2nd floor,,,Bronx,NY,10457,917324-2274,718960-2050,,,
BronxCare Health System,1650 Grand Concourse,Dept of Radiology,,Bronx,NY,10457,917324-2274,718960-2050,,,,
Brookdale University Hospital & Medical Center,One Brookdale Plaza,Radiology Department,,Brooklyn,NY,11212-3198,718240-8270,718240-6398,,,,
Brooke Army Medical Ctr - Department of Radiology,3551 Roger Brooke Dr,,,JBSA Fort Sam Houston,TX,78234-4504,210916-42291,210916-1072,,,,
Brookhaven OB - GYN Associates P.A.,1012 D.A. Biglane Dr.,,,Brookhaven,MS,39601,601833-8157,601833-1633,,,,
Brooks County Hospital,903 N. Court St.,,,Quitman,GA,31643,229263-6314,229263-6305,,,,
Brooks Memorial Hospital,529 Central Ave.,,,Dunkirk,NY,14048-2599,716363-3933,716363-3947,,,,
Brookwood Baptist Diagnostic Center-119,7131 Cahaba Valley Road,Suite101,,Hoover,AL,35242,205725-6901,205715-8905,,,,
Brookwood Women's Health, P.C.,2006 Brookwood Medical Center Drive Suit,,,Birmingham,AL,35209-6823,205397-8850,205397-8855,,,
Broomall Imaging,30 Lawrence Rd.,,,Broomall,PA,19008,484446-3624,484446-3629,,,,
Broward Health Coral Springs Women's Center,2901 Coral Hills Dr,Ste 270,,Coral Springs,FL,33065,954759-7500,954346-5474,,,,
Broward Health Imaging,1601 S. Andrews Ave.,1ST Floor, Suite 136,,Fort Lauderdale,FL,33316,954320-2603,954767-8347,,,
Broward Health North,201 E Sample Rd.,Radiology Department,,Deerfield Beach,FL,33064,954786-6450,954786-6487,,,,
Broward Health-Imperial Point,6401 N Federal Highway,,,Fort Lauderdale,FL,33308,954776-87508750,954776-8569,,,,
Broward PET Imaging Center LLC,4850 W. Oakland Park Blvd., Ste 1A,,,Lauderdale Lakes,FL,33313,954735-6330,954739-1924,,,
Brown and Radiology Associates,4350 Towne Center Dr.,The Evans Imaging Center Ste. 1000,,Evans,GA,30809,706868-3940,706750-8397,,,,
Brown Clinic PLLP,506 1st Ave SE,,,Watertown,SD,57201,605886-8482,605884-4508,,,,
Brown County Hospital,945 E Zero St.,,,Ainsworth,NE,69210,402387-2800,402387-2745,,,,
Brunswick Medical Center,4065 Center Rd.,,,Brunswick,OH,44212,440816-8605,440816-5565,,,,
Bryan Hospital Kearney dba Kearney Regional Medical Center,804 West 22nd Ave,,,Kearney,NE,68845,308455-8346,308455-3968,,,,
Bryan Medical Center, Bryan West Campus,2300 South 16th St.,,,Lincoln,NE,68502,402481-5121,402481-5177,,,
Bryan Medical Center, Pine Lake Campus,3901 Pine Lake Rd., Ste. 110,,,Lincoln,NE,68516,402481-5121,402481-5177,,
Bryan Medical Plaza Radiology Department,1500 S 48th St,,,Lincoln,NE,68506-1299,402481-5121,402481-5177,,,,
Bryn Mawr Hospital Health Center,3855 West Chester Pike,,,Newtown Square,PA,19073,484337-4400,610886-3957,,,,
BS Radiology and Women's Center,Carretera  2 km 123.8 Barrio Caimital Al,,,Aguadilla,PR,605,787658-0099,787658-0294,,,,
BSA Hospital, LLC,dba Harrington Breast Center,1310 Wallace Blvd.,,Amarillo,TX,79106,806356-1905,806352-9240,,,
BSW Medical Centers-Capitol Area, dba BSW Medical Ctr-Austin,5245 US HWY 290,,,Austin,TX,78735,512654-2122,512654-2123,,,
BTDI JV LLP dba Touchstone Imaging Keller,601 South Main Street,Suite 100,,Keller,TX,76248,817482-2000,682224-7121,,,,
BTDI JV, LLP dba Touchstone Imaging Arlington Breast Center,4501 Matlock Rd. Suite 101,,,Arlington,TX,76018,817472-0801,817472-0840,,,
BTDI JV, LLP dba Touchstone Imaging at Grand Prairie,2740 N State Hwy 360 Ste 200,,,Grand Prairie,TX,75050,972579-4480,972579-3909,,,
BTDI JV, LLP dba Touchstone Imaging at Red Oak,305 E Ovilla Rd,,,Red Oak,TX,75154,972617-7731,682224-7121,,,
BTDI JV, LLP dba Touchstone Imaging Burleson,665 N.E Alsbury Boulevard,,,Burleson,TX,76028,817447-3443,817447-9094,,,
BTDI JV, LLP dba Touchstone Imaging Forest Lane,11617 N. Central Expwy,Ste 132,,Dallas,TX,75243,214369-3795,866225-8389,,,
BTDI JV, LLP dba Touchstone Imaging Fossil Creek,5455 Basswood Blvd., Ste. 550,,,Fort Worth,TX,76137,817428-5002,817428-8101,,
BTDI JV, LLP dba Touchstone Imaging Hurst,1717 Precinct Line Rd. Ste. 103,,Ian Francis,Hurst,TX,76054,817498-6575,817498-8854,,,
BTDI JV, LLP dba Touchstone Imaging Midlothian,4431 E. Highway 287, Suite 120,,,Midlothian,TX,76065,469846-8100,469846-8101,,
BTDI JV, LLP dba Touchstone Imaging North Garland,7217 Telecom Parkway, Suite 150,,,Garland,TX,75044,972495-1837,972495-7756,,
BTDI JV, LLP dba Touchstone Imaging Stone Oak,18802 Meisner Dr,,,San Antonio,TX,78258,210614-0600,210614-1611,,,
BTDI JV, LLP dba Touchstone Imaging- Mesquite,1425 Gross Rd Suite 130,,,Mesquite,TX,75149,972289-5558,972289-5786,,,
Buchanan County Health Center,Radiology Department,1600 First Street East,,Independence,IA,50644,319332-0870,319332-0957,,,,
Buchanan General Hospital,1535 Slate Creek Rd,,,Grundy,VA,24614,276935-1133,276935-1392,,,,
Buena Vista Regional Medical Center,1525 West 5th St.,,,Storm Lake,IA,50588,712213-8691,712732-8281,,,,
Buffalo General Medical Center,100 High Street,,,Buffalo,NY,14203,716859-5258,716859-2962,,,,
Buffalo Hospital,303 Catlin Street,,,Buffalo,MN,55313,763684-7560,763684-7555,,,,
Buffalo Medical Group,3900 North Buffalo Road,,,Orchard Park,NY,14127,716630-1178,716995-1669,,,,
Buffalo Medical Group,295 Essjay Road,X-Ray Department,,Williamsville,NY,14221,716630-1178,716631-0584,,,,
Buffalo MRI by Windsong,4925 Main St,,,Amherst,NY,14226,716631-25002368,716631-4051,,,,
Bullock County Hospital,102 Conecuh Ave. W,,,Union Springs,AL,36089,334738-1487,334738-1446,,,,
Burgess Health Center,1600 Diamond Street,,,Onawa,IA,51040,712423-9363,712423-9329,,,,
Burk Women's Imaging Center at Baystate Noble Hospital,115 West Silver St.,,,Westfield,MA,01086-1634,413571-0140,413571-0133,,,,
Burke Hospital Company LLC,412 4th Street,,,Waynesboro,GA,30830,706554-44352500,706437-8685,,,,
Burke Primary Care,103 Medical Heights Drive,,,Morganton,NC,28655,828437-4211,828437-5017,,,,
Burlington Diagnostic Imaging,Suite 202,,,Cinnaminson,NJ,8077,856864-1810,856864-1820,,,,
Burnett Medical Center,257 W. St. George Ave.,,,Grantsburg,WI,54840,715463-7292,715463-7347,,,,
Butler County Health Care Center,372 S 9th Street,,,David City,NE,68632-1106,402367-1235,855681-8976,,,,
Byrd Regional Hospital Deer Creek Imaging Facility,815 S. 10th Street,,,Leesville,LA,71446,337392-4981,337238-6885,,,,
C. P. Advanced Imaging PLLC,155 Canal St.,,,New York,NY,10013,212431-9010,212219-9291,,,,
C.V. Roman Health Center,3560 Camp Wisdom Road, Suite 100,,,Dallas,TX,75237,214366-3300,214266-3302,,,
Cabinet Peaks Medical Center,209 Health Park Drive,,,Libby,MT,59923,406283-7080,406293-8027,,,,
Cache Valley  Hospital,2380 North 400 East,,,North Logan,UT,84341,435713-9700,435753-8018,,,,
Cahaba Valley Imaging,201 Racquet Club Ln,,,Pelham,AL,35124,205620-3830,205620-3831,,,,
CAHRMC, LLC,dba Rice Medical Center,600 S Austin Rd.,,Eagle Lake,TX,77434,979232-7027,979234-5942,,,
Cairo Diagnostic Center,13289 Kessler Rd.,,,Cairo,IL,62914,618734-15004311,618731-4258,,,,
Caldwell Medical Center,100 Medical Center Dr.,,,Princeton,KY,42445,270365-0307,270365-4200,,,,
Calhoun Liberty Hospital,20370 NE Burns Ave.,,,Blountstown,FL,32424,850674-5411239,850674-1649,,,,
California Hospital Medical Center,1513 S. Grand Ave. Ste. 400,,,Los Angeles,CA,90015,213742-64005696,213765-4080,,,,
California Imaging & Diag. Medical Group,25470 Medical Center Dr Ste 101,,,Murrieta,CA,92562,866419-3372,951894-1842,,,,
California Imaging and Diagnostics Medical Group,26870 Cherry Hills Blvd.,,,Sun City,CA,92586,866419-3372,951677-7839,,,,
California Imaging and Diagnostics Medical Group, Inc,850 E Latham Ave Ste 101,,,Hemet,CA,92543,866419-3372,951766-1269,,,
California Institution for Women,16756 Chino - Corona Rd.,,,Corona,CA,92880,909597-17718612,909393-8678,,,,
California Managed Imaging Medical Group, Inc DBA SBWIC,2320 Bath St, Ste 211,,,Santa Barbara,CA,93105,805682-7744,805682-3321,,
California Medical Imaging Associates,3610 W. Packwood Ave,,,Visalia,CA,93277,559713-6050,559713-6321,,,,
Callaway District Hospital,211 E Kimball,,,Callaway,NE,68825,308836-2228,308836-2380,,,,
Cambridge Health Alliance Women's Health Center,96 Garland St,Mammography Ste,,Everett,MA,2149,617665-20332033,617665-2035,,,,
Cambridge Medical Center,701 South Dellwood Street,,,Cambridge,MN,55008,763688-9966,763688-7771,,,,
CAMC - Teays Valley Hospital,1400 Hospital Dr,,,Hurricane,WV,25526,304757-1882,304757-1845,,,,
CAMC - The Breast Center,3415 MacCorkle Ave., SE,Third Floor,,Charleston,WV,25304,304388-9677,304388-2723,,,
Camden General Hospital,175 Hospital Dr.,,,Camden,TN,38320,731593-6305,731593-6177,,,,
Camelback Women's Health,11209 N. Tatum Blvd., Suite 255,,,Phoenix,AZ,85028,623218-7701,602234-3183,,,
Camellia Imaging,2068 Valleydale Road,,,Hoover,AL,35244,205544-2828,205783-1208,,,,
Cameron Memorial Community Hospital,416 E. Maumee Street,,,Angola,IN,46703,260665-21415136,260665-7805,,,,
Cameron Regional Medical Center,1600 East Evergreen,,,Cameron,MO,64429,816649-3228228,816649-3224,,,,
Campbell County HMA, LLC d/b/a Tennova Healthcare-Lafollette,923 East Central Ave,,,LaFollette,TN,37766,423907-12001422,423907-1536,,,
Campbell County Memorial Hospital,501 S. Burma Ave,,,Gillette,WY,82716,307688-1600,307688-1640,,,,
Canal Radiology AssociatesPC / DBA Community Radiology NY,212 Canal St., Ste. 206,,,New York,NY,10013,212349-5799,212349-6183,,,
Cancer Treatment Medical Center Inc.,2571 W La Palma Ave.,,,Anaheim,CA,92801,714827-9797,714827-5377,,,,
Candler County Hospital,400 Cedar St,,,Metter,GA,30439,912685-1779,912685-1789,,,,
Cannon Memorial Hospital,123 W.G. Acker Dr.,,,Pickens,SC,29671,864898-1169,864898-1050,,,,
Canonsburg Hospital,l00 Medical Boulevard,,,Canonsburg,PA,15317,724873-5895,724746-6461,,,,
Canton-Potsdam Hospital,50 Leroy St,,,Potsdam,NY,13676,315265-33001126,315261-6416,,,,
Canyon Vista Medical Center,151 Colonia De Salud,,,Sierra Vista,AZ,85635,520263-2653,520263-2664,,,,
Cape Canaveral Hospital Breast Center,699 W. Cocoa Beach Cswy.,Suite 602,,Cocoa Beach,FL,32931-0069,321868-7217,321868-7239,,,,
Cape Diagnostic Imaging,21 Aarons Way,,,West Yarmouth,MA,2673,508771-5200,508771-5202,,,,
Cape Fear Valley Bladen County Hospital,501 South Poplar St.,,,Elizabethtown,NC,28337,910862-5168,910862-1212,,,,
Cape Radiology,4011 Route 9 South,,,Rio Grande,NJ,8242,609778-1009,609463-3191,,,,
Cape Radiology CMCH,223 North Main Street, Suite 103,,,Cape May Court House,NJ,8210,609463-2273,609778-2358,,,
Cape Radiology Group LLC,70 Doctors' Park,,,Cape Girardeau,MO,63703,573334-6071,573334-2990,,,,
Cape Radiology Group, LLC,1404 Old Cape Rd,,,Jackson,MO,63755,573334-6071,573339-0329,,,
Capital Health Medical Center - Hopewell,1 Capital Way,,,Pennington,NJ,8534,609303-4178,609303-4135,,,,
Capital Health System at Regional Medical Center,750 Brunswick Avenue,,,Trenton,NJ,8638,609394-6695,609303-4135,,,,
Capital Health-Hamilton Outpatient Services,1445 Whitehorse-Mercerville Rd,Ste 102,,Mercerville,NJ,8619,609588-5073,609588-5077,,,,
Capital Imaging Assoc, P.C.,3 Emma Lane,,,Clifton Park,NY,12065,518785-7373,518785-5859,,,
Capital Imaging Associates,1001 Loudon Road,PO Box 1130,,Latham,NY,12110-0079,518785-7373,518785-1132,,,,
Capital Region Medical Center,1125 Madison Street,,,Jefferson City,MO,65101,573632-5152,573632-5820,,,,
Capital Region Women's Care,101 Jordan Road,Suite 202,,Troy,NY,12180,518274-04767543,518687-0003,,,,
Capital Women's Care,1165 Imperial Dr,Suite 101,,Hagerstown,MD,21740,240513-6800,240513-6801,,,,
Capital Women's Care,7625 Maple Lawn Blvd,Suite 1 Lower Lobby,,Fulton,MD,20759,410531-7557,301776-4348,,,,
Capital Women's Care, Frederick OB/GYN,61 Thomas Johnson Dr,,,Frederick,MD,21702,301663-6171,301695-4469,,,
Capital Women's Care, Westminster,844 Washington Road,Suite 302,,Westminster,MD,21157,410876-2003,410848-3009,,,
Cardinal Points Imaging Brier Creek,8851 Ellstree Ln Ste 100,,,Raleigh,NC,27617,919877-5400,919877-5480,,,,
Cardinal Points Imaging Cary,150 Wellesley Trade Ln. Suite 103,,,Cary,NC,27519,919877-5400,919877-5480,,,,
Cardinal Points Imaging Clayton,166 Springbrook Ave., Ste. 103,,,Clayton,NC,27520,919877-5400,919877-5480,,,
Cardinal Points Imaging Midtown,1212 Cedarhurst Drive,,,Raleigh,NC,27609,919877-5400,919877-5480,,,,
Cardinal Points Imaging Wake Forest,839 Durham Road, Ste. A,,,Wake Forest,NC,27587,919877-5400,919877-5480,,,
Cardiovascular Radiology Institute Inc.,Pavia Medical Plaza,  Suite 113,611 Manuel Pavia Street,,San Juan,PR,00910-2892,787795-20552,787261-1788,,,
Care Connectors Medical Group Associates,dba Care Connectors Medical Group,1704 Sun Meadow Blvd,,Friendswood,TX,77546,310927-0919,949402-0042,,,,
Care Connectors Medical Group Inc - Mobile,520 Superior Ave,Suite 255,,Newport Beach,CA,92663,310927-0919,949402-0042,,,,
Care Diagnostics LLC,8903 Glades Rd,,Ste H-1,,Boca Raton,FL,33434,561361-7872,561361-7873,,,
CareMount Medical PC - Dyker Heights Radiology,7117 - 7121 - 13th Avenue,,,Brooklyn,NY,11228,718238-7000,718759-1450,,,,
CareMount Medical, P.C.,355 Kear St.,,,Yorktown Heights,NY,10598,888656-4723,914242-2989,,,
CareMount Medical, P.C.,105 South Bedford Rd Suite 103R,,,Mount Kisco,NY,10549,888656-4723,914242-1389,,,
CareMount Medical, P.C.,111 Bedford Rd.,,,Katonah,NY,10536,888656-4723,914232-4495,,,
CareMount Medical, P.C.,90 S Bedford Rd,,,Mt. Kisco,NY,10549,888666-4723,914242-2989,,,
CareMount Medical, P.C.,185 Route 312,SE Executive Park,,Brewster,NY,10509,888656-4723,845278-3514,,,
CareMount Medical, P.C.,600 Westage Business Ctr. Dr.,,,Fishkill,NY,12524,888656-4723,914242-1394,,,
Carenet Medical Group,2123 River Road,,,Schenectady,NY,12309,518381-1121,518371-8102,,,,
Carenet Medical Group,2 Chelsea Place,,,Clifton Park,NY,12065,518381-1121,518381-3930,,,,
CareSTL Health,5471 Dr. Martin Luther King Drive,,,St. Louis,MO,63112,314367-58202234,314361-8355,,,,
Caribbean Imaging & Radiation Treatment Center,Calle Prolongacion 25 Julio   14,,,Yauco,PR,698,787492-0260,787492-0265,,,,
Caribbean Imaging & Radiation Treatment Center, Inc.,2225 Ponce By Pass, Ste. 103,Edificio Parra,,Ponce,PR,00717-1320,787842-2478122,787842-2466,,
Caribbean Radiology,151 Ave Osvaldo Molina,,,Fajardo,PR,738,787936-7600,787522-3582,,,,
Carilion Breast Care Center,1211 S Jefferson St,,,Roanoke,VA,24014,540985-9885,540983-1254,,,,
Carilion Breast Care Center,102 Highland Ave Suite 202,,,Roanoke,VA,24014,540985-9885,540224-6946,,,,
Carilion Clinic Daleville Imaging,150 Market Ridge Lane,,,Daleville,VA,24083,540966-0454,540591-5346,,,,
Carilion Clinic, Blacksburg Screening Mammography,901 Plantation Rd.,,,Blacksburg,VA,24060,540951-5860,540557-1237,,,
Carilion Franklin Memorial Hospital,180 Floyd Ave,,,Rocky Mount,VA,24151,540484-8594,540484-8549,,,,
Carilion Giles Community Hospital,159 Hartley Way,,,Pearisburg,VA,24134,540922-4182,540921-5230,,,,
Carilion New River Valley Medical Center,2900 Lamb's Cirlce,,,Christiansburg,VA,24073,540731-2720,540731-2526,,,,
Carilion North Roanoke, Screening Mammography,6415 Peters Creek Road,,,Roanoke,VA,24019,540265-5545,540366-6563,,,
Carilion Rockbridge Community Hospital,1 Health Circle,,,Lexington,VA,24450,540458-3321,540458-3334,,,,
Carilion Tazewell Community Hospital,388 Ben Bolt Ave,,,Tazewell,VA,24651-1311,276988-8730,276988-8735,,,,
Carl R. Darnall Army Medical Center,Radiology Dept, Mammo Box 145,36065 Santa Fe Ave,,FT HOOD,TX,76544-5060,254553-1448,254287-0515,,,
Carle BroMenn Med Ctr/Carle BroMenn OP Ctr,3024 E Empire St,,,Bloomington,IL,61705,309268-5705,309268-5915,,,,
Carle BroMenn Medical Center,1304 Franklin Ave.,,,Normal,IL,61761,309268-5223,309268-2157,,,,
Carle Danville on Fairchild,311 W. Fairchild,,,Danville,IL,61832,217431-7730,217554-1890,,,,
Carle Eureka Hospital,101 South Major Street,,,Eureka,IL,61530,309467-23714118,309467-4831,,,,
Carle Foundation Hospital,509 W. University Ave.,,,Urbana,IL,61801,217383-5920,217388-4980,,,,
Carle Mattoon on Hurst,2512 Hurst Drive,,,Mattoon,IL,61938,217383-5920,217383-4980,,,,
Carlinville Area Hospital,20733 N Broad St,Radiology Department,,Carlinville,IL,62626,217854-3141307,217854-3804,,,,
Carlisle Imaging Center,400 Pinellas St. Ste. 101,,,Clearwater,FL,33756,727298-6673,727462-7742,,,,
Carlsbad Medical Center,2430 W. Pierce,,,Carlsbad,NM,88220,575887-4410,575887-4582,,,,
Carlton Breast Health Center,427 3rd Ave. Ste. 400,,,Albany,GA,31701,229312-4800,229312-4015,,,,
Caro Community Hospital D/B/A McLaren Caro Region,401 N Hooper St,,,Caro,MI,48723,989672-5111,989673-0057,,,,
Carol Hatton Breast Care Center-CHOMP,2 Upper Ragsdale Drive,Building C, Suite 100,,Monterey,CA,93940,831622-2760,831622-2766,,,
Carol M. Baldwin Breast Care Ctr at Stony Brook Univ Med Ctr,3 Edmund D. Pellegrino Rd,,,Stony Brook,NY,11794-9460,631638-2121,631638-0623,,,,
Carol Milgard Breast Center,4525 S 19th St,,,Tacoma,WA,98405,253759-2622,253759-0168,,,,
